p,d,prob_success,num_samples
0.0,7,100.0,1000
0.005,7,100.0,1000
0.0075,7,100.0,1000
0.00875,7,100.0,1000
0.009375,7,100.0,1000
0.0096875,7,99.2,1000
0.01,7,0.0,1000
0.009609375,7,99.6,1000
